title;author;rating;category;fandom;relationship;character;additional tags;language;published;status;status date;words;chapters;comments;kudos;bookmarks;hits
On Gods and Wolves;author_44;General Audiences;Gen;Ancient Greek Religion & Lore;Cybele/Attis;Agdistis (Ancient Greek Religion & Lore), Cybele (Ancient Greek Religion & Lore), Attis (Ancient Greek Religion & Lore), Lycaon of Arcadia (Ancient Greek Religion & Lore), Zeus (Ancient Greek Religion & Lore);Creation Myth, Werewolves, Goddesses, myth rewrite, myth mash-up, Retelling, watch me try and reconcile 1000+ years of mythology into a single coherent whole, Intersex Character, Castration, Resurrection, Footnotes, all sources are cited, Ovid's Metamorphosis, Pausinius's Descriptions of Greece, Cannibalism;English;2022-11-30;Completed;2022-11-30;2548;4/4;;5;;52
Troy: A Day in the Life;author_45;Teen And Up Audiences;M/M;The Song of Achilles - Madeline Miller, The Iliad - Homer, Ancient Greek Religion & Lore, Hades (Video Game 2018);Achilles/Patroclus, Minor or Background Relationship(s);Antilochus, Paris, Menelaus;Alternate Universe, Slice of Life, Fluff and Humor, Old Married Couple, Loving Marriage, Bromance, Documentaries, Weirdness, Ensemble Cast;English;2021-09-18;Completed;2022-11-30;53571;15/15;22;138;12;2526
In Afterlife, Afterwards: Theseus' Pentathlon;author_4;Mature;M/M;The Song of Achilles - Madeline Miller, Ancient Greek Religion & Lore;Achilles/Patroclus (Song of Achilles);Achilles (Song of Achilles), Patroclus (Song of Achilles), Theseus (Ancient Greek Religion & Lore), Hercules | Heracles (Ancient Greek Religion & Lore);Post-Canon, Afterlife, Established Relationship, Flirting, Boys In Love, Implied Sexual Content, POV Patroclus (Song of Achilles), Action & Romance, Domestic Fluff, Basically married, All the flirting I wanted to see but didn't, soft achilles, Badass Patroclus, And sometimes vice-versa, Fluff and Angst, Some Humor, Greek Mythology References, Ancient Greek Life Setting;English;2022-11-13;Completed;2022-11-30;32165;12/12;24;57;5;1092
Never Heard of You;author_46;Teen And Up Audiences;;Hades (Video Game 2018), Ancient Greek Religion & Lore;;Zagreus (Hades Video Game), Neoptolemus | Pyrrhus (Ancient Greek Religion & Lore);pyrrhus is salty, daddy's fame won't get you brownie points, Zagreus is tired, Zag just wanted a break;English;2022-11-29;Completed;2022-11-29;814;1/1;2;17;3;133
October and November Stream Stories;author_47;Explicit;F/F, F/M, Multi, Other;Frozen (Disney Movies), Dungeons & Dragons (Roleplaying Game), Original Work, Avatar: The Last Airbender, Thor (Movies), Ancient Greek Religion & Lore;;Azula (Avatar), Ty Lee (Avatar), Elsa (Disney), Honeymaren (Disney), Original Werewolf Character(s), Original Characters, Teacher - Character, College Students - Character, Thor (Marvel), Darcy Lewis, Athena (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore), Original Dungeons & Dragons Character(s);Threesome - F/F/M, Impregnation, Pregnancy, References to Knotting, Oral Sex, Cum Play, wholesome smut, Shameless Smut, Corruption, Free Use, Interspecies Sex;English;2022-11-28;Completed;2022-11-28;5470;1/1;;6;;424
paper moon;author_48;General Audiences;F/F;Ancient Greek Religion & Lore;Artemis/Iphigenia (Ancient Greek Religion & Lore);Iphigenia (Ancient Greek Religion & Lore), Artemis (Ancient Greek Religion & Lore);Canon Era, Character Study, greek god fuckery in general;English;2022-11-28;Completed;2022-11-28;5126;1/1;6;11;;95
Occasionem carpe;author_34;General Audiences;Gen;Ancient Greek Religion & Lore;;Caerus (Ancient Greek Religion & Lore), Selene (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore);Dancing, Love, Love Confessions, Alternate Universe - Gods & Goddesses;English;2022-11-27;Completed;2022-11-27;348;1/1;;;;12
Imagine If Foresight Was Enough;author_49;Teen And Up Audiences;F/F;The Iliad - Homer, Ancient Greek Religion & Lore;Cassandra/Helen of Troy (Ancient Greek Religion & Lore);Helen of Troy (Ancient Greek Religion & Lore), Cassandra (Ancient Greek Religion & Lore);POV Second Person, Angst and Tragedy, Wordcount: 1.000-5.000, reference to future main character death, Minor Character Death, It's the trojan war and everything that entails, If I need to add tags lmk but I can't think of any more that apply;English;2022-11-27;Completed;2022-11-27;2117;1/1;2;5;;50
A Sacrifice Willing;author_50;Explicit;F/F;Ancient Greek Religion & Lore;a!Artemis/o!Iphigenia (Ancient Greek Religion & Lore);Artemis (Ancient Greek Religion & Lore), Iphigenia (Ancient Greek Religion & Lore);alpha in rut fucks omega to the point of unconsciousness, Alpha/Beta/Omega Dynamics, alphas have obnoxious amounts of come;English;2022-11-27;Completed;2022-11-27;1446;1/1;1;42;;435
Hymn to Irisse;author_51;Teen And Up Audiences;Gen;The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien, Ancient Greek Religion & Lore;Aredhel & Celegorm | Turcafinwe, Celegorm | Turcafinwe & Huan, Aredhel & Huan (Tolkien);Aredhel (Tolkien), Celegorm | Turcafinwe, Huan (Tolkien);Scribbles & Drabbles: A Fall for Tolkien Event, Greek Mythology AU, Hymns, Artemis!Aredhel, Orion!Celegorm, Aromantic Aredhel, Hunters & Hunting, no dogs die;English;2022-11-26;Completed;2022-11-26;383;1/1;8;9;1;25
Like a pearl in a oyster;author_52;General Audiences;;The Iliad - Homer, Ancient Greek Religion & Lore;Peleus/Thetis (Ancient Greek Religion & Lore), Achilles & Peleus (Ancient Greek Religion & Lore), Achilles & Thetis (Song of Achilles);Peleus (Ancient Greek Religion & Lore), Thetis (Ancient Greek Religion & Lore), Achilles (Ancient Greek Religion & Lore);Fluff, Family Fluff, Parenthood, Complicated Relationships, Pre-Canon;English;2022-11-25;Completed;2022-11-25;2051;1/1;;9;3;43
After the Bomb;author_45;Teen And Up Audiences;M/M;The Song of Achilles - Madeline Miller, The Iliad - Homer, Ancient Greek Religion & Lore;Achilles/Patroclus, Antilochus/Astyanax;Neleus of Pylos;Alternate Universe, Post-War, Established Relationship, Family, Children of Characters, Story within a Story;English;2022-11-24;Completed;2022-11-24;4468;1/1;6;23;1;148
Years Go By..........;author_53;Not Rated;;Ancient Greek Religion & Lore;Daedalus & Icarus (Ancient Greek Religion & Lore);Daedalus (Ancient Greek Religion & Lore), Icarus (Ancient Greek Religion & Lore);Angst, Angst and Tragedy, Tragedy, Child Loss, Loss of Control, Loss of Identity;English;2022-11-23;Completed;2022-11-23;182;1/1;;;;0
Amazon Aid;author_33;General Audiences;F/M;Ancient Greek Religion & Lore, The Iliad - Homer;Helen of Troy/Paris (Ancient Greek Religion & Lore);Paris (Ancient Greek Religion & Lore), Helen of Troy (Ancient Greek Religion & Lore), Priam (Ancient Greek Religion & Lore), Menelaus (Ancient Greek Religion & Lore);Drama & Romance, Alternate Universe, Trojan War, Minor Menelaus/Paris;English;2022-11-23;Completed;2022-11-23;5377;1/1;;5;;33
Just hold me;author_54;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Hyacinthus (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Hyacinthus (Ancient Greek Religion & Lore);Fluff, Demisexual Hyacinth, Apollo loves Hyacinth so much, Hyacinth loves Apollo so much;English;2022-11-23;Completed;2022-11-23;552;1/1;2;34;5;242
Pick Your Battles;author_55;Teen And Up Audiences;Gen;ATEEZ (Band), Ancient Greek Religion & Lore;;Park Seonghwa, Kim Hongjoong, Song Mingi (ATEEZ), Jeong Yunho (ATEEZ), Kang Yeosang, Choi San, Jung Wooyoung (ATEEZ), Choi Jongho, ATEEZ Ensemble;Character Study, bad greek mythology, Twelve Gods of Olympus (Ancient Greek Religion & Lore), Ateez greek gods AU;English;2022-11-22;Completed;2022-11-22;204;1/1;1;5;1;64
The blind woman and the serpent;author_56;General Audiences;F/F;Ancient Greek Religion & Lore;Medusa (Ancient Greek Religion & Lore)/Original Female Character(s);Medusa (Ancient Greek Religion & Lore), Original Female Character(s);Implied/Referenced Suicide, meet ugly, Women Being Awesome;English;2022-11-21;Completed;2022-11-21;1461;1/1;;10;;59
Armoury Room.;author_57;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Ares (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Ares (Ancient Greek Religion & Lore);Smut, Shameless Smut, Oral Sex, Sex, Rough Sex, Gay Sex, Anal Sex, Gay, Male Homosexuality, References to Ancient Greek Religion & Lore, Anal Fingering, Blow Jobs, Explicit Sexual Content, Sexual Content, Sexual Tension, Fights, Training, Daggers, Blood and Injury, Weapons, Weapons Kink, Sweat, Dirty Thoughts;English;2022-11-21;Completed;2022-11-21;2616;1/1;7;4;;155
Icarus: The Tragedy of Boyhood;author_58;General Audiences;Gen;Ancient Greek Religion & Lore;;Icarus (Ancient Greek Religion & Lore);Poetry, Inspired by The Fall of Icarus (Ancient Greek Religion & Lore);English;2022-11-21;Completed;2022-11-21;257;1/1;;1;;11
The Creation of Hyacinthus;author_59;General Audiences;M/M;Ancient Greek Religion & Lore;Apollo/Hyacinthus (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Hyacinthus (Ancient Greek Religion & Lore);Grief/Mourning, Angst, Bittersweet, Heartbreak, poem, ? - Freeform, Poetry, Short, Drabble, One Shot, Short One Shot, References to Ancient Greek Religion & Lore, Inspired by Apollo and Hyacinthus (Ancient Greek Religion & Lore), Apollo Needs a Hug (Ancient Greek Religion & Lore);English;2022-11-21;Completed;2022-11-21;223;1/1;2;23;;121
The Hound;author_60;Not Rated;;Shingeki no Kyojin | Attack on Titan, Ancient Greek Religion & Lore;Levi Ackerman/Erwin Smith;Levi Ackerman, Erwin Smith, Marie (Shingeki no Kyojin), Hange Zoe, Moblit Berner, Eren Yeager, Mikasa Ackerman, Krista Lenz | Historia Reiss, Ymir of the 104th (Shingeki no Kyojin), Marco Bott, Jean Kirstein;Protective Levi Ackerman, Dark Erwin Smith, Angst, minor fluff lol, Star-crossed, Soulmates, they all suffer, But I swear it changes, How Do I Tag, Other Additional Tags to Be Added, Alternate Universe - Modern Setting, Other Ships Not Mentioned in Tags, Erwin Smith is Hades, Levi Ackerman is Cerberus, But it's in 2022, covid never happened;English;2022-11-21;Completed;2022-11-21;50;1/1;1;9;;48
Love me like you do;author_61;Teen And Up Audiences;F/M, M/M;Percy Jackson and the Olympians - Rick Riordan, Ancient Greek Religion & Lore;Apollo/Hyacinthus (Percy Jackson), Ariadne/Dionysus (Ancient Greek Religion & Lore), Apollo/Hyacinthus (Ancient Greek Religion & Lore);Apollo (Percy Jackson), Hyacinthus (Percy Jackson), Ariadne (Percy Jackson), Hermes (Percy Jackson), Aphrodite (Percy Jackson), Dionysus (Percy Jackson), Persephone (Percy Jackson), Zephyros (Percy Jackson), Artemis (Percy Jackson);Marriage Proposal, Happy Ending, Anal Sex, Top Hyacinth, Bottom Apollo (Percy Jackson), Begging, Teasing, Love, Fluff, Fluff and Smut, Protective Artemis;English;2022-11-20;Completed;2022-11-20;3535;1/1;1;36;3;513
Journey of Life;author_62;Teen And Up Audiences;Gen, Multi;The Sandman (TV 2022), Ancient Greek Religion & Lore;;Original Demigod Character(s) (Ancient Greek Religon & Lore), Mene Moon Goddess, Destruction of the Endless, Modern Johanna Constantine (The Sandman TV), Hob Gadling, The Fates (The Sandman), Original Characters, Barnabas (The Sandman), Dream of the Endless | Morpheus, Death of the Endless, Matthew the Raven;;English;2022-08-21;Completed;2022-11-20;25770;22/22;1;25;4;732
Ariadne and the Minotaur;author_63;Not Rated;Gen;Ancient Greek Religion & Lore;;Ariadne (Ancient Greek Religion & Lore), Theseus (Ancient Greek Religion & Lore);;English;2022-11-18;Completed;2022-11-18;1186;1/1;;2;;28
Mythologic Lemons;author_64;Explicit;Multi;Ancient Greek Religion & Lore;;Apollo (Ancient Greek Religion & Lore);Smut, Anal Sex, Yaoi, Other Additional Tags to Be Added;English;2022-11-17;Completed;2022-11-17;3521;1/1;;;;90
Nectar.;author_57;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Ares (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Ares (Ancient Greek Religion & Lore);Sex, Smut, Shameless Smut, Licking, Gay, Gay Sex, Mythology References, Gods, Sun God, War;English;2022-11-17;Completed;2022-11-17;2163;1/1;;15;1;170
To His Inevitable Shade;author_65;Explicit;M/M;Type O Negative (Band), Peter Steele - Fandom, Sebastian Bach - Fandom, Skid Row (US Band), hades - Fandom, Persephone - Fandom, Ancient Greek Religion & Lore, Rock Music RPF;Sebastian Bach/Peter Steele;Peter Steele, Sebastian Bach;Oral Sex, Anal Sex, Rimming, Anal Fingering, Smut, Eventual Smut, Don't eat food in the underworld, Porn With Plot, Porn with Feelings;English;2022-11-16;Completed;2022-11-16;1817;1/1;;6;;64
Chaos: The Beginning;author_66;General Audiences;Gen;Ancient Greek Religion & Lore;;Chaos (Ancient Greek Religion & Lore), Gaia (Ancient Greek Religion & Lore), Eros (Ancient Greek Religion & Lore), Tartarus (Ancient Greek Religion & Lore);Poetry;English;2022-11-16;Completed;2022-11-16;189;1/1;;1;1;10
Like a Foal in the Fields;author_67;General Audiences;Gen;The Iliad - Homer, Ancient Greek Religion & Lore;Hector & Priam (Ancient Greek Religion & Lore);Priam (Ancient Greek Religion & Lore), Hector (Ancient Greek Religion & Lore);Family Fluff, Horses, Father-Son Relationship, little baby hektor being adorable, and also almost giving his dad a heart attack lol, Protectiveness;English;2022-11-16;Completed;2022-11-16;1655;1/1;5;10;1;69
The Offering;author_68;Explicit;F/F;Ancient Greek Religion & Lore;Aphrodite/Helen of Troy (Ancient Greek Religion & Lore);Aphrodite (Ancient Greek Religion & Lore), Helen of Troy (Ancient Greek Religion & Lore);Plot What Plot/Porn Without Plot, Implied/Referenced Dubious Consent, Oral Sex, Fingerfucking, Orgasm Delay, Overstimulation, Hurt/Comfort, Sexual Inexperience, Legend: The Judgment of Paris (Ancient Greek Religion & Lore);English;2022-11-15;Completed;2022-11-15;1350;1/1;4;27;2;443
Lost and Found in Tartarus;author_69;Not Rated;Gen;Ancient Greek Religion & Lore;Erebus (Ancient Greek Religion & Lore) & Other(s);Erebus (Ancient Greek Religion & Lore), Nyx (Ancient Greek Religion & Lore), Chaos (Ancient Greek Religion & Lore), Aether (Ancient Greek Religion & Lore), Tartarus (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore);I'm Bad At Tagging, I Tried, Bad Parenting, Zeus Being an Asshole (Ancient Greek Religion & Lore), Inaccurate Ancient Greek Religion & Lore, References to Ancient Greek Religion & Lore;English;2022-11-15;Completed;2022-11-15;959;1/1;1;4;;34
Laughter Lines;author_70;Mature;F/M, Gen;Mystery Skulls Animated, Greek and Roman Mythology, Invader Zim;arthur/your oc, Lewis/Vivi (Mystery Skulls Animated);Arthur (Mystery Skulls Animated), Lewis (Mystery Skulls Animated), Vivi (Mystery Skulls Animated), Mystery (Mystery Skulls Animated), Shiro Mori (Mystery Skulls Animated), Dib (Invader Zim), Mrs. Pepper (Mystery Skulls Animated), Mr. Pepper (Mystery Skulls Animated), The Peppers (Mystery Skulls Animated), Chloe (Mystery Skulls Animated);Blood and Injury, Fate & Destiny, Emotional Hurt/Comfort, Bittersweet, Implied/Referenced Child Abuse, Crossover, Time Travel, Bipolar Disorder, Tragedy and Triumph;English;2018-04-20;Completed;2022-11-14;131640;41/41;262;48;10;1813
Til Death do us Whole;author_71;General Audiences;Gen;Ancient Greek Religion & Lore;Hades/Persephone (Ancient Greek Religion & Lore);Persephone (Ancient Greek Religion & Lore);Drabble;English;2022-11-14;Completed;2022-11-14;100;1/1;4;23;;184
Aphrodite Screws the Pantheon;author_72;Explicit;F/F, Other;Ancient Greek Religion & Lore;;Athena (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore);huge cock, Shemale, Futa, huge ass, Huge Breasts, earfuck, Inflation;English;2022-05-26;Completed;2022-11-14;33684;9/9;24;283;85;37489
Too Reedy for Beauty;author_73;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Hermes (Ancient Greek Religion & Lore);Hermes (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore);God Fic, Divinity, Queer Themes, what does queerness mean to a god, Ficlet;English;2022-11-14;Completed;2022-11-14;464;1/1;4;21;;188
give me back my heart, you wingless thing;author_74;General Audiences;Gen;Ancient Greek Religion & Lore;Apollo/Icarus (Ancient Greek Religion & Lore), Helios/Icarus (Ancient Greek Religion & Lore), Apollo & Icarus (Ancient Greek Religion & Lore), Helios & Icarus (Ancient Greek Religion & Lore), Daedalus & Icarus (Ancient Greek Religion & Lore), Icarus (Ancient Greek Religion & Lore) & Original Characters;Icarus (Ancient Greek Religion & Lore), Daedalus (Ancient Greek Religion & Lore), Original Characters, Apollo (Ancient Greek Religion & Lore), Helios (Ancient Greek Religion & Lore);Inspired by The Fall of Icarus (Ancient Greek Religion & Lore), Evidently, i just got an urge to rewrite the story one day and kind of ran with it, original elements, Original Character(s), Drowning, obviously, Complicated Relationships, also if the prose sounds pretentious i apologize, sometimes im just like that. sorry., Character Death, Death, Theft, you can read this as, Romance, a little bit, Obsession, Gods, Pagan Gods, Inspired by Music, specifically, Song: The Horror and the Wild (The Amazing Devil), The Amazing Devil Lyrics, Title from a The Amazing Devil Song, lol, Alternate Universe - Canon Divergence, technically;English;2022-11-14;Completed;2022-11-14;1647;1/1;1;7;;57
